"rk","player","pos","g","xpm","xpa","xp_percent","fgm","fga","fg_percent","pts","pnt","yds","y_p","awards","Team","Year"
"1","Alec Bevelhimer","K","14","0","0","","0","0","","0","58","2609","45.0","","miami-oh","2023"
"2","Graham Nicholson","K","14","35","37","94.6","27","28","96.4","116","0","0","","AA","miami-oh","2023"
"3","Kellan McLaughlin","K","2","3","3","100.0","0","0","","3","0","0","","","miami-oh","2023"
