"rk","player","pos","g","xpm","xpa","xp_percent","fgm","fga","fg_percent","pts","pnt","yds","y_p","awards","Team","Year"
"1","Damian Ramos","K","13","77","77","100.0","12","15","80.0","113","0","0","","","louisiana-state","2023"
"2","Jay Bramblett","P","13","0","0","","0","0","","0","26","1064","40.9","","louisiana-state","2023"
"3","Nathan Dibert","K","12","1","1","100.0","0","0","","1","0","0","","","louisiana-state","2023"
