"rk","player","pos","g","xpm","xpa","xp_percent","fgm","fga","fg_percent","pts","pnt","yds","y_p","awards","Team","Year"
"1","Colby Sessums","K","12","27","28","96.4","11","14","78.6","60","0","0","","","sam-houston-state","2023"
"2","Jadon Cardell","K","12","0","0","","0","0","","0","74","3059","41.3","","sam-houston-state","2023"
"3","Keegan Shoemaker","QB","11","0","0","","0","0","","0","2","94","47.0","","sam-houston-state","2023"
