"rk","player","pos","g","xpm","xpa","xp_percent","fgm","fga","fg_percent","pts","pnt","yds","y_p","awards","Team","Year"
"1","Brayden Narveson","K","13","38","38","100.0","18","23","78.3","92","0","0","","","north-carolina-state","2023"
"2","Caden Noonkester","P","13","0","0","","0","0","","0","71","3022","42.6","","north-carolina-state","2023"
"3","Kanoah Vinesett","K","1","1","1","100.0","0","0","","1","0","0","","","north-carolina-state","2023"
