"rk","player","pos","g","xpm","xpa","xp_percent","fgm","fga","fg_percent","pts","pnt","yds","y_p","awards","Team","Year"
"1","Noah Rauschenberg","K","12","46","46","100.0","16","19","84.2","94","0","0","","","north-texas","2023"
"2","Sawyer Evans","P","12","0","0","","0","0","","0","30","1300","43.3","","north-texas","2023"
"3","Adam Jacklin","P","4","0","0","","0","0","","0","9","348","38.7","","north-texas","2023"
