"rk","player","pos","g","xpm","xpa","xp_percent","fgm","fga","fg_percent","pts","pnt","yds","y_p","awards","Team","Year"
"1","Alex Raynor","K","13","48","49","98.0","10","11","90.9","78","0","0","","","kentucky","2023"
"2","Wilson Berry","P","13","0","0","","0","0","","0","56","2222","39.7","","kentucky","2023"
