"rk","player","pos","g","xpm","xpa","xp_percent","fgm","fga","fg_percent","pts","pnt","yds","y_p","awards","Team","Year"
"1","Mac Brown","P","13","0","0","","0","0","","0","41","1821","44.4","","mississippi","2021"
"2","Caden Costa","K","11","46","48","95.8","14","17","82.4","88","0","0","","","mississippi","2021"
"3","Cale Nation","K","5","5","6","83.3","1","3","33.3","8","0","0","","","mississippi","2021"
