"rk","player","pos","g","xpm","xpa","xp_percent","fgm","fga","fg_percent","pts","pnt","yds","y_p","awards","Team","Year"
"1","Bryce Baringer","P","13","0","0","","0","0","","0","59","2857","48.4","","michigan-state","2021"
"2","Matt Coghlin","K","12","41","41","100.0","12","19","63.2","77","0","0","","","michigan-state","2021"
"3","Stephen Rusnak","K","5","4","5","80.0","0","1","0.0","4","0","0","","","michigan-state","2021"
"4","Evan Johnson","K","1","1","2","50.0","0","0","","1","0","0","","","michigan-state","2021"
