"rk","player","pos","g","xpm","xpa","xp_percent","fgm","fga","fg_percent","pts","pnt","yds","y_p","awards","Team","Year"
"1","Hunter Duplessis","PK","14","63","63","100.0","24","30","80.0","135","0","0","","","texas-san-antonio","2021"
"2","Lucas Dean","P","14","0","0","","0","0","","0","47","2126","45.2","","texas-san-antonio","2021"
"3","Everett Ornstein","PK","4","0","0","","1","1","100.0","3","0","0","","","texas-san-antonio","2021"
