"rk","player","pos","g","xpm","xpa","xp_percent","fgm","fga","fg_percent","pts","pnt","yds","y_p","awards","Team","Year"
"1","Kenneth Almendares","K","13","50","51","98.0","14","16","87.5","92","0","0","","","louisiana-lafayette","2023"
"2","Thomas Leo","P","13","0","0","","0","0","","0","53","2194","41.4","","louisiana-lafayette","2023"
"3","Alan Guerrieri","K","2","2","2","100.0","0","0","","2","0","0","","","louisiana-lafayette","2023"
