"rk","player","pos","g","xpm","xpa","xp_percent","fgm","fga","fg_percent","pts","pnt","yds","y_p","awards","Team","Year"
"1","Ben Sauls","K","12","28","28","100.0","11","16","68.8","61","0","0","","","pittsburgh","2023"
"2","Caleb Junko","P","12","0","0","","0","0","","0","63","2623","41.6","","pittsburgh","2023"
"3","Samuel Carpenter","K","1","1","1","100.0","0","0","","1","0","0","","","pittsburgh","2023"
