"rk","player","pos","g","xpm","xpa","xp_percent","fgm","fga","fg_percent","pts","pnt","yds","y_p","awards","Team","Year"
"1","John McConnell","P","13","0","0","","0","0","","0","61","2613","42.8","","marshall","2023"
"2","Rece Verhoff","K","13","32","32","100.0","11","18","61.1","65","0","0","","","marshall","2023"
"3","Alec Clark","","1","0","0","","0","0","","0","7","282","40.3","","marshall","2023"
"4","Kameron Lake","K","1","4","4","100.0","1","2","50.0","7","0","0","","","marshall","2023"
