"rk","player","pos","g","xpm","xpa","xp_percent","fgm","fga","fg_percent","pts","pnt","yds","y_p","awards","Team","Year"
"1","Matthew Mercurio","PK","12","27","28","96.4","15","19","78.9","72","0","0","","","san-jose-state","2021"
"2","Will Hart","P","12","0","0","","0","0","","0","67","2976","44.4","","san-jose-state","2021"
