"rk","player","pos","g","xpm","xpa","xp_percent","fgm","fga","fg_percent","pts","pnt","yds","y_p","awards","Team","Year"
"1","Charles Campbell","K","13","49","49","100.0","18","23","78.3","103","0","0","","","tennessee","2023"
"2","Jackson Ross","P","13","0","0","","0","0","","0","55","2337","42.5","","tennessee","2023"
"3","Josh Turbyville","P","13","1","1","100.0","1","1","100.0","4","0","0","","","tennessee","2023"
