"rk","player","pos","g","xpm","xpa","xp_percent","fgm","fga","fg_percent","pts","pnt","yds","y_p","awards","Team","Year"
"1","Jonah Wieland","P","14","0","0","","0","0","","0","15","579","38.6","","ohio","2022"
"2","Nathanial Vakos","K","14","49","50","98.0","22","27","81.5","115","0","0","","","ohio","2022"
"3","Jack Wilson","P","13","0","0","","0","0","","0","42","1566","37.3","","ohio","2022"
