"rk","player","pos","g","xpm","xpa","xp_percent","fgm","fga","fg_percent","pts","pnt","yds","y_p","awards","Team","Year"
"1","Chris Tennant","K","13","56","57","98.2","11","14","78.6","89","0","0","","","kansas-state","2023"
"2","Jack Blumer","P","13","0","0","","0","0","","0","53","2150","40.6","","kansas-state","2023"
"3","Leyton Simmering","K","2","1","2","50.0","0","0","","1","0","0","","","kansas-state","2023"
