"rk","player","pos","g","xpm","xpa","xp_percent","fgm","fga","fg_percent","pts","pnt","yds","y_p","awards","Team","Year"
"1","Harrison Mevis","K","13","33","33","100.0","22","28","78.6","99","0","0","","","missouri","2022"
"2","Sean Koetting","K","13","0","0","","0","0","","0","18","714","39.7","","missouri","2022"
"3","Jack Stonehouse","P","10","0","0","","0","0","","0","46","1951","42.4","","missouri","2022"
