"rk","player","pos","g","xpm","xpa","xp_percent","fgm","fga","fg_percent","pts","pnt","yds","y_p","awards","Team","Year"
"1","John Richardson","K","12","31","31","100.0","18","23","78.3","85","0","0","","","northern-illinois","2022"
"2","Tom Foley","P","12","0","0","","0","0","","0","47","1917","40.8","","northern-illinois","2022"
"3","Justin Lynch","QB","9","0","0","","0","0","","0","1","10","10.0","","northern-illinois","2022"
"4","Ethan Hampton","QB","4","0","0","","0","0","","0","1","51","51.0","","northern-illinois","2022"
