"rk","player","pos","g","xpm","xpa","xp_percent","fgm","fga","fg_percent","pts","pnt","yds","y_p","awards","Team","Year"
"1","Dom Dzioban","K","13","2","2","100.0","0","0","","2","52","2047","39.4","","miami-oh","2021"
"2","Graham Nicholson","PK","13","36","40","90.0","15","20","75.0","81","0","0","","","miami-oh","2021"
"3","Alec Bevelhimer","K","11","0","0","","0","0","","0","1","55","55.0","","miami-oh","2021"
