"rk","player","pos","g","xpm","xpa","xp_percent","fgm","fga","fg_percent","pts","pnt","yds","y_p","awards","Team","Year"
"1","Andrew Glass","K","12","31","31","100.0","17","26","65.4","82","0","0","","","kent-state","2022"
"2","Josh Smith","P","12","1","1","100.0","0","0","","1","43","1737","40.4","","kent-state","2022"
"3","Collin Schlee","QB","11","0","0","","0","0","","0","3","122","40.7","","kent-state","2022"
"4","Johan Silver","K","3","4","4","100.0","0","0","","4","0","0","","","kent-state","2022"
