"rk","player","pos","g","xpm","xpa","xp_percent","fgm","fga","fg_percent","pts","pnt","yds","y_p","awards","Team","Year"
"1","Ben Raybon","K","13","20","22","90.9","4","6","66.7","32","0","0","","","mississippi-state","2022"
"2","George Georgopoulos","P","13","0","0","","0","0","","0","36","1453","40.4","","mississippi-state","2022"
"3","Massimo Biscardi","K","11","25","27","92.6","8","11","72.7","49","0","0","","","mississippi-state","2022"
"4","Archer Trafford","P","10","0","0","","0","0","","0","16","679","42.4","","mississippi-state","2022"
