"rk","player","pos","g","xpm","xpa","xp_percent","fgm","fga","fg_percent","pts","pnt","yds","y_p","awards","Team","Year"
"1","Cameron Dicker","K","12","49","50","98.0","13","15","86.7","88","47","2200","46.8","","texas","2021"
"2","Bert Auburn","K","1","3","3","100.0","0","0","","3","0","0","","","texas","2021"
