"rk","player","pos","g","xpm","xpa","xp_percent","fgm","fga","fg_percent","pts","pnt","yds","y_p","awards","Team","Year"
"1","Briggs Bourgeois","K","13","36","37","97.3","18","19","94.7","90","0","0","","","southern-mississippi","2022"
"2","Mason Hunt","P","13","0","0","","0","0","","0","70","2973","42.5","","southern-mississippi","2022"
"3","Andrew Stein","K","1","1","1","100.0","0","0","","1","0","0","","","southern-mississippi","2022"
