"rk","player","pos","g","xpm","xpa","xp_percent","fgm","fga","fg_percent","pts","pnt","yds","y_p","awards","Team","Year"
"1","Spencer Shrader","K","13","61","62","98.4","15","22","68.2","106","0","0","","","notre-dame","2023"
"2","Bryce McFerson","K","12","0","0","","0","0","","0","38","1712","45.1","","notre-dame","2023"
"3","Ben Krimm","P","3","0","0","","0","0","","0","1","44","44.0","","notre-dame","2023"
"4","Zac Yoakam","K","2","2","2","100.0","0","0","","2","0","0","","","notre-dame","2023"
"5","Marcello Diomede","K","1","1","1","100.0","0","0","","1","0","0","","","notre-dame","2023"
