"rk","player","pos","g","xpm","xpa","xp_percent","fgm","fga","fg_percent","pts","pnt","yds","y_p","awards","Team","Year"
"1","Bo Nix","QB","14","0","0","","0","0","","0","1","37","37.0","H-3","oregon","2023"
"2","Camden Lewis","K","14","70","70","100.0","12","18","66.7","106","0","0","","","oregon","2023"
"3","Ross James","P","14","0","0","","0","0","","0","27","1307","48.4","","oregon","2023"
"4","Grant Meadors","K","5","5","5","100.0","0","0","","5","0","0","","","oregon","2023"
"5","Luke Dunne","P","5","0","0","","0","0","","0","3","122","40.7","","oregon","2023"
