"rk","player","pos","g","xpm","xpa","xp_percent","fgm","fga","fg_percent","pts","pnt","yds","y_p","awards","Team","Year"
"1","Chris Freeman","K","12","29","30","96.7","10","14","71.4","59","0","0","","","indiana","2023"
"2","James Evans","P","12","0","0","","0","0","","0","57","2612","45.8","","indiana","2023"
"3","Nicolas Radicic","K","1","2","2","100.0","1","1","100.0","5","0","0","","","indiana","2023"
