"rk","player","pos","g","xpm","xpa","xp_percent","fgm","fga","fg_percent","pts","pnt","yds","y_p","awards","Team","Year"
"1","Cesar Barajas","K","12","0","0","","0","2","0.0","0","54","2242","41.5","","louisiana-tech","2021"
"2","Jacob Barnes","K","12","39","39","100.0","17","21","81.0","90","0","0","","","louisiana-tech","2021"
