"rk","player","pos","g","xpm","xpa","xp_percent","fgm","fga","fg_percent","pts","pnt","yds","y_p","awards","Team","Year"
"1","Diego Guajardo","K","13","46","48","95.8","18","19","94.7","100","0","0","","","south-alabama","2022"
"2","Jack Brooks","P","13","0","0","","0","0","","0","57","2455","43.1","","south-alabama","2022"
