"rk","player","pos","g","xpm","xpa","xp_percent","fgm","fga","fg_percent","pts","pnt","yds","y_p","awards","Team","Year"
"1","Flynn Appleby","P","13","0","0","","0","0","","0","57","2258","39.6","","rutgers","2023"
"2","Jude McAtamney","K","13","0","0","","0","1","0.0","0","0","0","","","rutgers","2023"
"3","Jai Patel","K","12","33","34","97.1","15","18","83.3","78","0","0","","","rutgers","2023"
