"rk","player","pos","g","xpm","xpa","xp_percent","fgm","fga","fg_percent","pts","pnt","yds","y_p","awards","Team","Year"
"1","Ethan Sanchez","K","13","36","36","100.0","14","21","66.7","78","0","0","","","old-dominion","2023"
"2","Ethan Duane","P","12","0","0","","0","0","","0","44","1767","40.2","","old-dominion","2023"
"3","Ian Brandt","P","5","0","0","","0","0","","0","22","856","38.9","","old-dominion","2023"
