"rk","player","pos","g","xpm","xpa","xp_percent","fgm","fga","fg_percent","pts","pnt","yds","y_p","awards","Team","Year"
"1","Colton Spangler","P","13","0","0","","0","0","","0","38","1605","42.2","","maryland","2023"
"2","Jack Howes","K","13","46","47","97.9","13","19","68.4","85","0","0","","","maryland","2023"
"3","Brenden Segovia","P","4","0","0","","0","0","","0","8","307","38.4","","maryland","2023"
"4","Evan Johnson","","1","0","0","","1","1","100.0","3","0","0","","","maryland","2023"
