"rk","player","pos","g","xpm","xpa","xp_percent","fgm","fga","fg_percent","pts","pnt","yds","y_p","awards","Team","Year"
"1","Gavin Baechle","K","13","34","35","97.1","18","24","75.0","88","0","0","","","texas-el-paso","2021"
"2","Joshua Sloan","P","13","0","0","","0","0","","0","64","2526","39.5","","texas-el-paso","2021"
