"rk","player","pos","g","xpm","xpa","xp_percent","fgm","fga","fg_percent","pts","pnt","yds","y_p","awards","Team","Year"
"1","Alex Felkins","K","13","47","47","100.0","19","24","79.2","104","0","0","","","penn-state","2023"
"2","Riley Thompson","P","13","0","0","","0","0","","0","50","2290","45.8","","penn-state","2023"
"3","Sander Sahaydak","K","7","7","7","100.0","0","2","0.0","7","0","0","","","penn-state","2023"
