"rk","player","pos","g","xpm","xpa","xp_percent","fgm","fga","fg_percent","pts","pnt","yds","y_p","awards","Team","Year"
"1","Mitchell Fineran","K","13","40","42","95.2","24","29","82.8","112","0","0","","","purdue","2021"
"2","Jack Ansell","P","12","0","0","","0","0","","0","44","1683","38.3","","purdue","2021"
"3","Brendan Cropsey","P","3","0","0","","0","0","","0","5","192","38.4","","purdue","2021"
"4","Zac Collins","P","2","0","0","","0","0","","0","2","77","38.5","","purdue","2021"
