"rk","player","pos","g","xpm","xpa","xp_percent","fgm","fga","fg_percent","pts","pnt","yds","y_p","awards","Team","Year"
"1","Drew Stevens","K","14","19","20","95.0","18","26","69.2","73","0","0","","","iowa","2023"
"2","Tory Taylor","P","14","0","0","","0","0","","0","93","4479","48.2","AA","iowa","2023"
"3","Marshall Meeder","K","1","0","0","","1","1","100.0","3","0","0","","","iowa","2023"
