"rk","player","pos","g","xpm","xpa","xp_percent","fgm","fga","fg_percent","pts","pnt","yds","y_p","awards","Team","Year"
"1","Harrison Mevis","K","13","45","46","97.8","24","30","80.0","117","0","0","","","missouri","2023"
"2","Luke Bauer","K","13","0","0","","0","0","","0","22","927","42.1","","missouri","2023"
"3","Riley Williams","P","7","0","0","","0","0","","0","28","1126","40.2","","missouri","2023"
