"rk","player","pos","g","xpm","xpa","xp_percent","fgm","fga","fg_percent","pts","pnt","yds","y_p","awards","Team","Year"
"1","Daniel Davies","K","12","19","19","100.0","10","16","62.5","49","0","0","","","navy","2022"
"2","Evan Warren","K","12","2","2","100.0","0","1","0.0","2","0","0","","","navy","2022"
"3","Riley Riethman","P","12","0","0","","0","0","","0","45","1970","43.8","","navy","2022"
"4","Kellen Grave de Peralta","P","7","0","0","","0","0","","0","7","306","43.7","","navy","2022"
"5","Bijan Nichols","K","3","5","6","83.3","3","3","100.0","14","0","0","","","navy","2022"
