"rk","player","pos","g","xpm","xpa","xp_percent","fgm","fga","fg_percent","pts","pnt","yds","y_p","awards","Team","Year"
"1","Andres Borregales","K","13","44","45","97.8","22","26","84.6","110","0","0","","","miami-fl","2023"
"2","Dylan Joyce","P","13","0","0","","0","0","","0","43","1882","43.8","","miami-fl","2023"
"3","Will Rocha","K","3","1","1","100.0","0","0","","1","0","0","","","miami-fl","2023"
